LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
79,79,79,80,80,80,80,80,78,78,78,79,72,72,72,79,63,59,59,59,63,60,53,53,53,60,75,78,71,75,72,83,77,78,65,80,90,93,88,79,77,87,68,79,71,77,70,42,81,74,74,73,32,40,33,11,6,15,7,14,81
76,76,76,81,79,79,79,81,79,79,79,80,75,75,75,80,70,66,66,66,70,67,60,60,60,67,79,80,54,75,64,87,82,72,68,83,88,88,78,75,80,76,62,82,60,80,58,59,77,75,76,83,63,54,45,14,13,13,16,8,81
79,79,79,75,77,77,77,75,73,73,73,73,64,64,64,73,52,48,48,48,52,49,44,44,44,49,53,84,77,68,73,75,68,57,55,78,89,92,91,79,90,79,86,72,73,65,66,20,84,58,70,75,20,20,15,12,14,14,12,8,81
79,79,79,79,80,80,80,79,79,79,79,79,76,76,76,79,64,63,63,63,64,61,56,56,56,61,78,81,67,81,77,79,79,76,67,81,78,77,73,82,84,85,78,88,82,81,78,45,81,81,72,80,22,50,33,8,7,9,7,12,81
80,80,80,77,79,79,79,77,76,76,76,74,67,67,67,74,56,53,53,53,56,53,49,49,49,53,53,85,77,76,84,78,78,63,51,81,82,80,83,84,84,80,75,65,64,68,59,26,86,65,71,82,50,21,26,12,14,14,8,5,81
73,73,73,80,79,79,79,80,81,81,81,80,75,75,75,80,63,60,60,60,63,58,50,50,50,58,79,66,57,81,60,88,72,64,69,88,86,76,83,80,78,73,64,73,60,71,51,36,78,84,90,81,58,31,22,5,8,14,6,8,81
78,78,78,72,75,75,75,72,72,72,72,71,66,66,66,71,52,52,52,52,52,49,48,48,48,49,56,85,81,76,76,76,68,53,58,77,61,65,45,77,53,79,73,71,80,76,65,21,83,60,67,65,35,20,23,7,8,13,12,6,80
78,78,78,71,73,73,73,71,70,70,70,71,64,64,64,71,57,56,56,56,57,56,56,56,56,56,59,80,81,68,75,62,58,37,52,65,87,88,67,76,50,86,74,91,90,74,88,26,84,65,71,71,51,34,28,14,7,13,11,11,80
78,78,78,79,79,79,79,79,78,78,78,77,68,68,68,77,55,51,51,51,55,51,44,44,44,51,62,78,65,75,75,85,77,60,55,83,86,89,85,79,80,80,62,74,80,65,50,16,81,73,74,75,26,24,22,8,10,10,14,6,80
78,78,78,75,77,77,77,75,75,75,75,75,72,72,72,75,60,60,60,60,60,58,56,56,56,58,70,81,81,79,82,76,55,47,61,80,60,65,70,82,67,77,81,80,83,70,66,42,84,72,63,69,31,46,31,8,8,8,14,6,80
78,78,78,78,79,79,79,78,78,78,78,78,72,72,72,78,63,60,60,60,63,60,54,54,54,60,70,78,67,79,78,75,76,70,72,79,86,85,81,80,77,82,85,75,64,73,66,38,85,75,81,82,50,33,39,6,10,8,8,6,80
75,75,75,78,77,77,77,78,77,77,77,77,68,68,68,77,59,53,53,53,59,55,47,47,47,55,72,73,55,75,67,87,76,66,53,83,87,88,78,71,89,78,71,74,76,74,44,26,74,73,59,75,40,31,26,11,14,12,14,13,79
74,74,74,78,77,77,77,78,77,77,77,77,68,68,68,77,55,49,49,49,55,50,39,39,39,50,66,70,53,72,59,87,70,46,68,81,92,92,93,78,87,80,68,74,66,70,36,15,74,70,47,72,26,16,22,10,9,12,7,7,79
78,78,78,74,76,76,76,74,73,73,73,73,67,67,67,73,56,54,54,54,56,53,51,51,51,53,61,86,76,67,71,71,67,60,65,74,78,84,77,74,71,81,87,77,76,80,66,28,82,69,72,78,50,25,25,10,14,12,8,11,79
77,77,77,75,77,77,77,75,76,76,76,75,72,72,72,75,63,63,63,63,63,62,59,59,59,62,67,75,79,75,76,76,76,80,66,77,86,76,77,75,74,86,76,79,77,72,68,56,77,78,85,76,30,57,35,9,16,7,8,7,79
78,78,78,78,79,79,79,78,79,79,79,77,72,72,72,77,58,56,56,56,58,54,49,49,49,54,72,80,74,81,79,82,85,72,64,83,68,73,79,76,68,81,70,68,72,80,50,30,80,82,80,78,31,32,30,9,7,5,9,10,79
77,77,77,74,75,75,75,74,73,73,73,72,65,65,65,72,52,50,50,50,52,49,44,44,44,49,63,81,76,72,80,76,72,38,54,77,75,77,74,78,65,79,66,69,76,72,57,23,78,65,60,73,19,26,16,8,7,12,9,13,78
75,75,75,77,77,77,77,77,77,77,77,76,71,71,71,76,59,58,58,58,59,55,50,50,50,55,74,74,62,75,78,80,70,73,75,85,79,79,87,73,73,83,66,70,65,79,85,26,77,71,74,74,45,30,30,5,6,5,5,6,78
77,77,77,71,74,74,74,71,71,71,71,71,71,71,71,71,66,68,68,68,66,65,67,67,67,65,59,80,81,71,77,75,72,41,63,75,56,61,59,80,55,79,77,92,84,75,75,62,82,63,73,81,62,59,51,7,11,7,9,7,78
77,77,77,77,78,78,78,77,78,78,78,77,72,72,72,77,58,56,56,56,58,54,47,47,47,54,74,78,68,75,78,79,82,77,70,80,76,78,70,80,73,82,63,70,69,79,67,38,79,81,79,75,25,24,26,14,8,8,10,10,78
73,73,73,77,76,76,76,77,76,76,76,77,70,70,70,77,59,55,55,55,59,55,46,46,46,55,75,72,63,73,70,80,69,43,67,78,91,90,88,76,76,69,62,78,55,64,51,39,78,74,63,68,35,29,15,14,5,12,10,13,78
75,75,75,73,74,74,74,73,72,72,72,73,68,68,68,73,61,59,59,59,61,59,57,57,57,59,68,76,77,72,76,74,73,52,69,71,75,76,69,76,64,78,90,79,77,69,72,39,78,68,72,75,54,32,42,15,10,12,6,14,77
75,75,75,76,77,77,77,76,76,76,76,75,70,70,70,75,56,56,56,56,56,53,49,49,49,53,77,76,70,76,72,82,80,64,72,78,68,69,66,78,73,77,54,54,72,74,61,29,81,77,80,80,40,30,28,12,6,11,15,12,77
77,77,77,76,76,76,76,76,75,75,75,75,69,69,69,75,60,59,59,59,60,58,55,55,55,58,69,75,78,75,76,78,61,62,64,78,76,83,76,78,62,78,80,74,75,69,75,32,79,71,70,76,47,38,33,9,10,6,12,16,77
75,75,75,70,73,73,73,70,71,71,71,69,67,67,67,69,56,57,57,57,56,55,55,55,55,55,56,73,84,70,75,71,70,46,58,75,72,67,72,73,58,81,77,75,85,72,75,47,76,70,70,73,12,47,33,15,5,12,14,14,77
76,76,76,74,76,76,76,74,75,75,75,73,70,70,70,73,52,54,54,54,52,48,47,47,47,48,70,80,73,73,74,77,67,63,69,81,63,59,72,75,74,78,80,67,75,76,80,25,81,76,72,82,21,26,20,14,13,11,6,13,77
76,76,76,76,77,77,77,76,75,75,75,75,69,69,69,75,56,53,53,53,56,52,46,46,46,52,75,76,66,73,77,78,82,71,63,78,78,81,73,77,68,83,64,68,68,80,59,24,79,73,77,80,25,33,23,13,12,11,9,11,77
76,76,76,70,73,73,73,70,72,72,72,67,65,65,65,67,52,54,54,54,52,50,53,53,53,50,56,83,84,71,80,66,54,66,44,81,47,39,67,84,67,76,72,57,73,73,75,33,84,73,84,82,50,24,29,11,16,15,9,14,77
76,76,76,72,75,75,75,72,73,73,73,70,65,65,65,70,54,54,54,54,54,52,51,51,51,52,51,77,78,70,70,76,68,38,45,75,76,73,77,70,82,80,77,73,75,72,72,40,83,72,83,74,31,33,25,16,16,13,8,6,77
76,76,76,69,72,72,72,69,69,69,69,67,64,64,64,67,52,54,54,54,52,50,53,53,53,50,49,80,77,65,69,68,67,66,59,76,70,68,62,74,75,82,82,69,88,72,78,37,78,58,86,74,40,30,19,13,8,9,10,15,77
75,75,75,69,72,72,72,69,70,70,70,67,64,64,64,67,54,56,56,56,54,53,55,55,55,53,51,84,78,66,73,65,57,49,46,75,61,63,68,72,62,78,77,78,79,67,71,35,82,71,63,71,59,35,24,11,9,14,13,6,77
76,76,76,74,75,75,75,74,73,73,73,73,69,69,69,73,57,56,56,56,57,55,51,51,51,55,68,79,74,72,74,74,69,62,63,77,75,73,65,75,57,80,68,81,84,75,60,31,75,74,68,82,39,36,24,6,8,14,9,7,77
75,75,75,68,71,71,71,68,68,68,68,67,62,62,62,67,45,46,46,46,45,41,42,42,42,41,60,78,81,66,76,69,72,71,59,72,53,62,47,74,34,83,76,63,86,72,75,10,78,68,61,83,13,18,10,12,7,10,8,16,77
76,76,76,70,74,74,74,70,71,71,71,69,64,64,64,69,54,54,54,54,54,52,53,53,53,52,46,79,81,68,77,73,68,35,44,77,67,68,60,75,68,77,80,74,82,67,66,27,80,70,68,77,45,37,29,11,14,8,15,11,77
75,75,75,66,71,71,71,66,68,68,68,63,62,62,62,63,47,52,52,52,47,46,54,54,54,46,45,77,81,68,76,70,66,58,45,76,51,50,42,73,66,83,74,33,91,72,75,38,80,65,77,77,24,42,28,10,8,5,7,11,76
75,75,75,71,73,73,73,71,72,72,72,71,69,69,69,71,59,61,61,61,59,57,58,58,58,57,66,77,78,70,72,74,60,56,63,77,64,60,68,76,71,81,82,77,78,67,87,41,79,70,77,78,43,46,39,6,10,11,10,10,76
74,74,74,67,71,71,71,67,69,69,69,67,67,67,67,67,55,58,58,58,55,53,57,57,57,53,59,77,84,68,70,65,61,46,60,76,50,55,50,76,60,80,89,73,84,71,80,42,78,70,79,75,42,38,29,13,14,9,9,7,76
74,74,74,70,74,74,74,70,70,70,70,67,62,62,62,67,50,47,47,47,50,47,42,42,42,47,36,80,68,72,65,73,53,35,33,74,74,76,68,79,73,69,68,71,67,75,46,41,80,58,70,69,22,13,13,11,12,8,5,10,76
72,72,72,76,74,74,74,76,74,74,74,74,65,65,65,74,56,51,51,51,56,53,44,44,44,53,69,78,57,67,69,83,58,45,63,76,90,90,91,69,81,71,91,70,44,73,53,18,70,67,65,70,37,38,25,12,9,9,6,11,76
74,74,74,73,74,74,74,73,71,71,71,71,64,64,64,71,54,51,51,51,54,51,46,46,46,51,61,75,65,67,69,72,57,44,54,72,87,87,75,75,74,80,72,72,75,65,70,33,78,67,74,71,27,23,20,11,16,11,9,14,76
74,74,74,68,71,71,71,68,69,69,69,67,63,63,63,67,51,52,52,52,51,49,50,50,50,49,49,76,77,67,70,70,66,72,52,70,68,73,63,70,51,81,75,69,91,66,80,32,77,71,75,70,15,34,27,16,9,14,12,12,76
74,74,74,71,72,72,72,71,70,70,70,70,64,64,64,70,53,52,52,52,53,50,49,49,49,50,62,76,79,73,73,71,58,52,54,73,69,69,73,77,64,73,82,80,80,64,72,17,77,63,66,72,37,29,16,14,15,9,14,9,76
72,72,72,75,74,74,74,75,75,75,75,75,72,72,72,75,66,64,64,64,66,63,57,57,57,63,74,74,57,74,70,77,71,70,69,75,76,74,77,74,75,76,34,79,65,75,53,51,75,77,67,74,60,54,45,6,16,8,7,6,76
75,75,75,71,73,73,73,71,70,70,70,69,61,61,61,69,50,48,48,48,50,48,47,47,47,48,50,76,73,68,67,75,69,35,41,77,79,84,77,71,64,75,81,69,86,62,69,22,75,64,82,76,39,14,16,7,13,11,10,8,76
71,71,71,75,74,74,74,75,76,76,76,75,71,71,71,75,59,59,59,59,59,55,50,50,50,55,82,70,52,79,70,79,76,78,76,79,69,69,76,70,69,74,58,60,64,76,66,34,76,78,70,70,60,32,26,9,13,10,11,8,76
74,74,74,71,73,73,73,71,71,71,71,71,64,64,64,71,53,51,51,51,53,50,47,47,47,50,67,75,76,70,76,74,41,71,57,71,72,76,71,69,72,84,78,77,82,72,73,23,74,71,70,73,31,20,24,10,14,10,8,11,76
74,74,74,67,71,71,71,67,68,68,68,65,65,65,65,65,50,55,55,55,50,48,53,53,53,48,49,80,84,72,68,69,58,42,48,75,45,46,63,76,59,82,64,65,87,64,74,41,78,65,76,75,31,41,13,14,12,6,16,9,76
68,68,68,75,73,73,73,75,73,73,73,74,66,66,66,74,59,53,53,53,59,55,44,44,44,55,74,63,45,73,62,84,67,60,59,79,86,79,86,76,82,70,63,66,49,65,38,30,68,69,59,68,43,28,37,9,7,5,6,14,76
74,74,74,74,74,74,74,74,72,72,72,72,64,64,64,72,55,49,49,49,55,52,44,44,44,52,67,80,74,66,71,76,66,69,53,74,79,86,83,70,79,76,74,76,49,73,62,28,80,65,70,75,34,22,23,12,9,9,11,12,76
73,73,73,71,72,72,72,71,69,69,69,67,59,59,59,67,47,43,43,43,47,44,40,40,40,44,58,79,67,69,71,73,34,57,43,76,68,72,73,75,66,75,68,42,62,70,27,12,77,56,69,62,43,13,20,12,9,8,15,7,75
73,73,73,65,70,70,70,65,68,68,68,63,61,61,61,63,46,48,48,48,46,45,46,46,46,45,30,75,79,69,68,66,56,30,42,74,66,55,69,76,49,76,59,69,86,68,49,23,76,61,68,71,28,24,21,9,15,15,14,6,75
69,69,69,74,73,73,73,74,73,73,73,74,66,66,66,74,56,51,51,51,56,52,42,42,42,52,70,66,46,67,61,79,76,72,62,78,89,86,83,72,79,73,36,73,61,68,59,18,73,71,69,70,30,35,28,7,6,11,14,12,75
73,73,73,68,72,72,72,68,70,70,70,68,67,67,67,68,52,55,55,55,52,50,50,50,50,50,52,80,73,72,69,67,65,56,65,72,64,58,58,71,58,73,71,70,77,67,65,38,82,70,71,71,38,30,23,16,11,15,12,16,75
70,70,70,74,72,72,72,74,73,73,73,73,67,67,67,73,54,51,51,51,54,50,41,41,41,50,72,70,60,73,67,76,75,76,70,77,87,75,82,71,78,70,55,68,62,71,51,25,67,72,70,74,24,23,20,9,12,9,9,7,75
70,70,70,75,74,74,74,75,73,73,73,73,65,65,65,73,57,53,53,53,57,54,47,47,47,54,69,70,52,68,67,82,72,58,54,78,91,88,85,67,83,77,66,69,61,76,66,25,65,72,66,74,47,32,27,5,6,14,7,12,75
67,67,67,75,74,74,74,75,76,76,76,75,71,71,71,75,59,57,57,57,59,55,46,46,46,55,56,58,44,77,62,88,78,59,57,84,84,75,84,77,92,55,37,79,50,56,55,42,74,76,58,69,30,43,25,15,11,9,15,15,75
74,74,74,71,72,72,72,71,70,70,70,70,64,64,64,70,54,52,52,52,54,51,50,50,50,51,66,74,84,70,74,74,65,61,57,74,69,73,69,70,76,74,79,66,76,74,52,32,75,64,75,74,43,30,16,11,13,6,7,12,75
74,74,74,74,74,74,74,74,72,72,72,73,66,66,66,73,58,54,54,54,58,55,49,49,49,55,67,75,68,73,67,74,68,65,53,74,87,87,81,69,78,80,71,82,68,75,58,35,76,66,64,65,34,31,29,16,13,8,12,9,75
74,74,74,69,72,72,72,69,69,69,69,65,61,61,61,65,47,48,48,48,47,44,46,46,46,44,43,80,74,72,74,78,73,43,41,79,61,61,60,69,68,76,63,47,75,77,67,28,70,57,71,56,32,19,18,11,14,11,11,11,75
72,72,72,69,70,70,70,69,68,68,68,68,61,61,61,68,48,46,46,46,48,45,41,41,41,45,64,80,71,66,66,70,74,56,57,73,72,73,65,55,68,76,67,62,75,70,54,20,77,65,65,66,29,16,17,9,11,9,15,10,74
73,73,73,73,73,73,73,73,71,71,71,73,64,64,64,73,53,49,49,49,53,49,42,42,42,49,71,72,68,66,62,75,64,65,64,73,85,83,84,74,87,79,81,79,70,72,61,23,76,62,65,75,18,18,18,7,11,14,8,9,74
72,72,72,73,72,72,72,73,71,71,71,73,64,64,64,73,57,52,52,52,57,54,45,45,45,54,69,74,66,72,69,73,66,46,64,67,91,94,90,77,82,75,68,76,61,61,66,32,72,60,56,71,18,30,27,13,10,9,9,11,74
72,72,72,67,70,70,70,67,68,68,68,65,60,60,60,65,44,45,45,45,44,42,40,40,40,42,32,78,71,64,65,70,45,33,54,74,69,69,71,73,63,70,70,66,74,64,45,20,77,58,65,74,20,15,15,6,12,7,5,14,74
69,69,69,74,73,73,73,74,72,72,72,73,65,65,65,73,53,49,49,49,53,48,40,40,40,48,68,68,39,66,66,83,73,76,62,76,84,81,77,68,76,80,65,71,68,76,50,23,71,70,56,71,30,21,19,11,10,14,10,13,74
72,72,72,69,71,71,71,69,68,68,68,68,59,59,59,68,49,46,46,46,49,47,44,44,44,47,55,77,72,67,54,74,43,42,36,70,79,81,69,68,63,78,78,71,79,58,66,16,69,65,73,67,24,24,18,12,15,12,5,10,74
72,72,72,70,71,71,71,70,68,68,68,70,63,63,63,70,59,54,54,54,59,57,50,50,50,57,62,71,65,67,70,71,58,62,55,70,87,82,75,70,77,79,71,85,74,69,60,35,75,57,76,69,23,40,45,12,14,10,7,10,74
72,72,72,67,70,70,70,67,66,66,66,66,61,61,61,66,53,52,52,52,53,50,51,51,51,50,58,73,73,59,68,71,68,67,47,76,62,65,65,68,46,85,67,77,82,72,78,29,74,58,61,65,41,37,22,7,10,12,7,8,74
73,73,73,63,69,69,69,63,65,65,65,61,59,59,59,61,44,48,48,48,44,43,47,47,47,43,30,75,82,63,74,70,66,44,46,71,58,58,53,71,39,80,51,54,87,67,79,31,74,59,79,76,20,23,25,15,14,8,14,11,74
73,73,73,73,73,73,73,73,72,72,72,70,65,65,65,70,58,56,56,56,58,56,53,53,53,56,58,76,62,64,61,73,59,59,58,72,85,83,89,73,81,76,73,68,74,75,69,45,75,70,65,69,34,39,38,15,6,12,8,10,74
73,73,73,72,73,73,73,72,71,71,71,72,67,67,67,72,59,57,57,57,59,57,53,53,53,57,69,72,74,69,72,75,71,70,60,74,75,75,76,73,75,73,88,77,73,71,54,44,75,69,73,74,41,38,33,6,8,8,8,9,74
67,67,67,73,71,71,71,73,70,70,70,72,63,63,63,72,55,49,49,49,55,52,42,42,42,52,75,66,62,68,48,76,71,70,58,73,92,83,81,67,79,65,87,70,34,58,57,26,68,70,52,74,26,31,24,11,13,6,10,12,74
72,72,72,74,73,73,73,74,72,72,72,73,67,67,67,73,59,55,55,55,59,56,48,48,48,56,70,67,64,71,76,76,83,68,64,73,88,87,85,74,76,80,64,77,60,72,62,40,74,63,67,67,24,35,33,12,12,13,15,13,74
72,72,72,75,74,74,74,75,75,75,75,73,69,69,69,73,61,61,61,61,61,59,56,56,56,59,64,74,59,73,71,78,70,65,60,78,83,76,92,72,88,75,84,75,65,74,73,42,72,74,69,71,50,53,31,6,6,7,12,8,74
73,73,73,70,71,71,71,70,69,69,69,67,62,62,62,67,51,50,50,50,51,49,48,48,48,49,60,81,83,68,64,63,62,31,43,69,72,65,72,78,63,59,75,65,77,70,71,39,78,72,53,65,20,23,22,13,16,6,12,10,74
70,70,70,72,71,71,71,72,71,71,71,72,69,69,69,72,70,67,67,67,70,69,65,65,65,69,71,70,60,72,49,75,70,40,65,73,79,77,75,67,71,72,69,83,73,58,50,55,72,70,65,66,70,69,69,9,7,8,12,11,74
71,71,71,70,70,70,70,70,67,67,67,69,61,61,61,69,55,52,52,52,55,52,50,50,50,52,70,70,74,62,68,70,54,37,49,69,79,78,68,74,72,76,94,67,68,65,80,42,75,63,72,68,31,27,24,11,13,10,11,10,73
71,71,71,73,72,72,72,73,72,72,72,73,65,65,65,73,54,48,48,48,54,50,41,41,41,50,65,69,66,74,64,77,73,68,64,74,88,88,89,68,86,78,83,75,59,68,37,19,68,64,59,68,23,24,21,9,10,16,7,13,73
71,71,71,69,70,70,70,69,68,68,68,68,61,61,61,68,53,50,50,50,53,50,48,48,48,50,63,72,69,66,75,75,65,62,48,71,71,71,69,70,75,74,73,64,79,66,43,31,71,62,68,72,35,36,23,16,16,15,15,15,73
71,71,71,71,71,71,71,71,70,70,70,70,62,62,62,70,53,49,49,49,53,50,43,43,43,50,68,75,63,70,74,71,69,55,54,73,78,78,73,71,73,72,64,67,62,63,52,20,75,64,66,66,37,23,23,9,16,10,10,13,73
69,69,69,72,72,72,72,72,72,72,72,71,65,65,65,71,52,49,49,49,52,48,39,39,39,48,58,72,43,65,64,78,63,56,61,73,87,78,75,69,83,73,57,74,57,68,57,23,73,73,61,56,21,25,24,15,15,9,6,9,73
72,72,72,71,71,71,71,71,70,70,70,70,65,65,65,70,55,54,54,54,55,52,49,49,49,52,69,71,77,69,67,73,68,63,61,74,68,72,65,71,58,68,71,70,74,71,76,39,76,65,57,70,26,28,25,16,11,8,8,11,73
67,67,67,72,71,71,71,72,71,71,71,71,64,64,64,71,59,53,53,53,59,56,45,45,45,56,58,64,48,69,69,74,42,53,53,71,92,93,91,74,93,68,43,75,32,68,60,34,73,64,67,70,37,37,39,10,12,10,9,7,73
72,72,72,71,72,72,72,71,71,71,71,71,68,68,68,71,63,60,60,60,63,62,57,57,57,62,60,71,74,69,69,72,69,55,67,72,83,82,85,71,84,74,92,78,65,65,50,50,72,70,69,68,39,49,54,7,10,6,7,14,73
71,71,71,74,74,74,74,74,73,73,73,73,67,67,67,73,60,57,57,57,60,57,50,50,50,57,64,75,55,68,66,79,67,53,64,76,88,83,86,75,78,71,75,72,56,70,61,49,72,65,59,62,35,39,34,9,12,8,15,14,73
66,66,66,73,71,71,71,73,72,72,72,73,67,67,67,73,58,53,53,53,58,54,42,42,42,54,75,68,40,73,64,74,77,86,71,72,84,85,79,67,77,70,70,71,34,76,44,41,67,70,72,65,34,29,31,13,15,12,10,8,73
72,72,72,69,70,70,70,69,69,69,69,68,64,64,64,68,53,52,52,52,53,50,49,49,49,50,65,72,80,70,77,71,53,43,55,73,63,59,72,69,63,75,75,72,80,68,62,33,73,66,70,73,37,25,23,7,14,15,9,16,73
68,68,68,74,73,73,73,74,73,73,73,73,65,65,65,73,51,45,45,45,51,46,33,33,33,46,66,68,47,72,66,80,72,65,60,78,89,84,91,68,89,68,33,74,54,70,30,16,68,70,56,68,22,13,12,9,8,14,6,11,73
70,70,70,72,71,71,71,72,71,71,71,71,65,65,65,71,55,52,52,52,55,52,47,47,47,52,67,71,67,72,58,75,45,38,65,72,79,79,81,75,67,61,65,55,59,62,42,32,73,66,66,69,41,30,27,14,8,6,10,13,73
72,72,72,67,69,69,69,67,67,67,67,64,62,62,62,64,52,52,52,52,52,50,50,50,50,50,57,75,64,64,73,70,63,72,55,74,58,56,59,77,53,79,54,43,84,74,58,37,75,54,72,73,15,44,45,9,15,9,12,11,73
72,72,72,70,72,72,72,70,70,70,70,69,65,65,65,69,53,51,51,51,53,50,46,46,46,50,59,74,65,62,63,71,69,66,60,71,76,72,74,77,71,76,83,78,71,73,57,32,77,69,64,59,27,28,23,12,12,16,9,12,73
72,72,72,66,69,69,69,66,67,67,67,66,63,63,63,66,55,56,56,56,55,53,55,55,55,53,59,75,76,66,71,65,55,47,53,69,56,60,48,70,54,71,57,66,84,69,76,44,84,65,74,72,31,43,39,11,7,16,16,9,73
72,72,72,66,69,69,69,66,66,66,66,65,58,58,58,65,48,47,47,47,48,47,46,46,46,47,39,74,76,64,63,71,53,32,41,67,74,86,63,65,46,70,75,73,85,64,67,24,72,58,65,61,24,26,22,8,8,7,13,11,73
71,71,71,71,72,72,72,71,72,72,72,70,65,65,65,70,52,49,49,49,52,48,41,41,41,48,59,73,57,74,63,72,64,62,56,70,76,77,79,71,73,77,63,68,61,69,44,28,76,73,72,63,33,19,18,14,10,7,9,16,73
71,71,71,74,75,75,75,74,75,75,75,73,67,67,67,73,53,49,49,49,53,50,40,40,40,50,58,72,60,74,64,72,62,61,61,78,88,84,90,68,89,69,79,68,54,77,27,23,77,78,61,74,28,23,22,10,8,16,7,7,73
